Index,sentence_ko,sentence_en,topic_label,emotion
1159,이 기회에 반국가 세력을 싹쓸이 하고 국개 백년 대계의 토대를 마련할 수 있는 기회였는데....,This could’ve been the perfect chance to sweep out anti-state forces and lay the groundwork for a century-long vision...,North Korea,curiosity
1160,누가 현정부 브레이크좀요ㅜ,Can someone hit the brakes on this administration? 😭,People,nervousness
1161,나라가 이상해져요ㅜ,The country is going off the rails 😭,Venting,amusement
1162,"김용현 사형, 윤석렬 사형, 김건희 사형...기타 주동자 무기 확정...","Death penalty for Kim Yong-hyun, Yoon Seok-yeol, Kim Keon-hee... life sentence for the rest of the ringleaders...",People,disapproval
1163,내일부터 주가는 폭락인가 ??,Will the stock market crash starting tomorrow?,Politics & Economics,disapproval
1164,외국인들 빠져나가는거 아닌지??,Are foreign investors pulling out?,Politics & Economics,disapproval
1165,오죽했으면....,You know it’s bad when...,Venting,anger
1166,더듬어당것들아 국가가먼저냐?,"Hey, Dumbocratic Party—what comes first, the nation or Lee Jae-myung?",People,amusement
1167,이죄명이 먼저냐?,This is what happens when they make everything about him!,Venting,disapproval
1168,해프닝?와 두번 해프닝 생기면 총칼에 죽던 경제 개박살나서 죽겠음,"“Happening”? If we get another one of these, we’ll either die by bullets or by economic collapse.",Politics & Economics,surprise
1169,홍 반성하고 쇄신을 해서 보수 다운 보수가 되어야지 수꼴이 되서 되겠는가?,"Hong, reflect and rebuild a conservatism that actually means something—not this far-right madness.",North Korea,annoyance
1170,민심을 못 읽는 정치인들은 다음이 없음을 꼭 알아야 할 것이다,Politicians who can’t read the public will not survive another round.,Others,disapproval
1171,바로 어제 경제 살리겠다고 믿어달라고 나불대더니 오늘은 계엄령을?,"Yesterday he was pleading to save the economy, and today it’s martial law?",Others,surprise
1172,저 놈은 빨리 끌어내려야 국민들 시름이 덜하겠다 와~~~진짜 저놈 뽑은 인간들 깊이 반성해라,"Drag that bastard out already—the sooner he’s gone, the sooner the people can breathe. Seriously, whoever voted for him—take a long, hard look at yourself.",People,disapproval
1173,딥페이크아님?,Is this a deepfake?,Venting,remorse
1174,이번 계엄은 국회청산이 목표다.,"This time, martial law was meant to clean up the National Assembly.",Others,curiosity
1175,청산되어야할 국회가 계엄선포무효라고 의결하면 그것은 위법이다.,"If the very Assembly that needs cleaning declares martial law invalid, that itself is illegal.",Others,neutral
1176,위법을 밥먹듯하고 법을고쳐서라도 범죄자를 구하려는 국회의 행위 즉 니들부터 위법인데 그런 니들이 계엄무효라고 떠들면 그게 가당키나 하냐?,You break the law every day and twist it to protect criminals—now you cry foul? You’re the ones who are illegal!,Politics & Economics,surprise
1178,정치적이익집단 쓰레들 청산 없이는 나라없다.,There is no country without cleaning up the political trash.,Venting,amusement
1179,진짜 민주당 얘기가 맞았구나,"So the Democratic Party was right, huh?",Politics & Economics,amusement
1180,뜽금없구나 죽겠구만,Completely out of the blue—this is killing me.,Venting,amusement
1181,딴나라 얘기에 헐~,WTF is going on?,Venting,curiosity
1182,사면초가되니 마지막 발악이니???,Is this a last desperate howl now that he’s surrounded on all sides???,Venting,annoyance
1183,당장 끌어내서 처형이 답 !,Dragging him out and executing him is the only answer!,Punishment,fear
1184,와..,Wow...,Venting,fear
1185,그동안 작성한 까페글도 다 삭제되,Even all the old forum posts are getting deleted.,People,neutral
1186,마누라와 장모님을 넘겨주고서라도 총선에서 승리했어야 했다.,He should’ve handed over his wife and mother-in-law if it meant winning the election.,Venting,curiosity
1187,총선승리만이 마누라를 지킬 수 있었다.,Only winning the general election could’ve saved his wife.,Venting,disapproval
1188,어차피 지면 다 잃게 되어 있다는게 순리 아니냐?,"If he lost, he was going to lose everything anyway—wasn’t that obvious?",Venting,curiosity
1189,이제와서 계엄은 다 부질없는 짓인거다.,"At this point, martial law is pointless.",Others,anger
1190,그때 내어 줄것들을 다 내주고 승리를 잡았어야지,He should’ve given up what he had to and secured the win.,Venting,nervousness
1191,먹고살기도 힘든데...,It’s already hard enough to survive...,People,curiosity
1192,아주 죽어라죽어라하네 ㅠㅡㅠ,"They really just want us all dead, huh... 😭",People,amusement
1193,이제 잠까지 못자게 해주는 구나...,Now they won’t even let us sleep...,Venting,annoyance
1194,사이좋게 윤석열 이재명 둘다 정치계에서 사라져라,Yoon Seok-yeol and Lee Jae-myung—both of you disappear from politics.,People,annoyance
1195,미쳤네,He’s gone mad.,Venting,disgust
1196,이번사태로 비상계엄 대통령이 단독으로 하지 못하게 법이 바뀌겠네,This incident will probably lead to a legal change: the president can’t declare martial law alone anymore.,Others,disappointment
1197,석열이 저녁에 서울의봄 보고 삘받았냐???,Did Yoon get inspired watching “Seoul Spring” last night?,People,anger
1198,부정선거 조사 잘한다~~~ 화이팅 윤두창~,Investigate election fraud properly~~~ Let’s go YoonDooChang~!,People,caring
1199,완전 제정신이아닌게야,He’s completely out of his mind.,Venting,annoyance
1200,간첩과 그에 동조한 국가전복 집단의 괴멸없으면 베트남 짝 난다 중국과 북한에게 잡아먹히기 다 되간다,"Unless we annihilate the spies and the state-subverting forces who supported them, we’ll end up like Vietnam—eaten by China and North Korea.",North Korea,neutral
1201,내부를 흔들고 붕괴시켜야 민주당 사회주의 귀족들의 영원한 천국이 될것이다,Collapse the system from within so the Democratic Party’s socialist elite can build their eternal paradise.,Politics & Economics,surprise
1203,국민의 명령이다,It’s the will of the people.,Others,anger
1204,하.......,Ha......,Venting,neutral
1205,진짜 답없는 사람을 ....... 아이고,Can’t believe we ended up with someone so hopeless...,Venting,anger
1206,"민주당 개딸들도 함께 탄핵해라최민희, 등 무식한 의원들 모두",Impeach the Daughter Corps of the Democratic Party too—like Choi Min-hee and all the clueless lawmakers.,Punishment,anger
1207,윤석열이가 이재명이 날개달아주는구나.,Yoon Seok-yeol just gave wings to Lee Jae-myung.,People,fear
1208,김일병이 괴물인건 맞으나 괴물이 되도록 만든 내무반 선후임들은 책임이 없나?,"Yes, Private Kim turned into a monster—but what about the seniors who made him one? Are they not responsible?",People,disapproval
1209,대통령이라고 뽑아놓고 3년내내 손발묶고 바보 무식 무능으로 조롱해대는데 어디까지 참아야 하나?,"You elect a president and spend three years tying his hands, mocking him as ignorant and incompetent. How much is he supposed to take?",People,anger
1210,그 정도당하면 누구라도 김일병이 된다.,Anyone would become Private Kim after that treatment.,People,annoyance
1211,윤석열 처벌 할거면 원인제공자 이재명도 같이 처벌하라!!,"If you’re going to punish Yoon, then punish Lee Jae-myung too—he’s the one who started it!",People,amusement
1212,계엄 지지한 것들 싹다 체증해서 내란죄로 사형 시켜야 함,Anyone who supported martial law—track them all down and give them the death penalty for treason.,Others,surprise
1213,서울대 총학생회는 계엄 지지하는 성명 발표 안하나요?,Is the Seoul National University student council not going to release a statement supporting martial law?,North Korea,neutral
1214,응원합니다,I support this.,People,confusion
1215,다행이다..,Thank God…,Venting,confusion
1216,이제 내려간다는 거구나..,"So he’s stepping down now, huh...",People,annoyance
1217,너무 기대를 안 하게 하는 사람이라서 사람들이 화내다가도 에휴 이랬는데 이건 선을 넘었네..,"He kept our expectations so low that even when people were mad, it was like “ugh whatever,” but this crossed the line.",Venting,neutral
1218,지나가는 개도 안믿는다,Even a stray dog wouldn’t believe this.,Venting,anger
1219,도대체 뭐하냐??,What the hell are you doing??,Venting,confusion
1220,칼을 뽑았으면......,If you’ve drawn your sword...,People,amusement
1221,끝장을 봐야지...! ㅠㅠ,Then finish what you started... 😭,People,disgust
1222,잘한다!!,Well done!!,Others,anger
1223,민주공산당 몰아내자!,Purge the Democratic Communist Party!,Politics & Economics,annoyance
1224,찢을 잡아야해 찢을 ~~~~,We need to take out Jjit—Jae-myung~~~,People,realization
1225,돈안주 니까 개엄 개나발,"No handouts, so he goes for martial law and nonsense.",Others,disgust
1226,내란은 윤석녈이 획책!!!,Yoon Seok-nyul is the one who plotted treason!!!,People,anger
1227,미국에서 죽여 삔다고 저나 오니 꼬리 내렷네. ..,"Got a call from the U.S. saying they’d blow him up, so he backed down...",Others,annoyance
1228,참 모지리도 이리 모지리냐.,"Seriously, how can someone be this dumb?",Venting,confusion
1229,모 하나 재대로 하는게 읍네..쯔쯔,He can’t even do one thing properly… tsk tsk.,Venting,desire
1230,정우성/문가비를 덮을려고 계엄한것임.,He imposed martial law to bury the Jeong Woo-sung/Moon Ga-bi scandal.,Others,disapproval
1232,술먹고 계엄령 내리고 술깨고 계엄령 해제?,"Drunk when he declared martial law, sober when he canceled it?",Others,amusement
1233,술먹고 계럼령선포하고 잠들었다가 깼더니 이상황인거 아냐????????,"So he got drunk, declared martial law, fell asleep, and woke up to this mess???",Others,disgust
1234,참 머리나뿐애가 가지가지한다 지금이 어느때인데 계엄선포냐 기막혀서,This guy’s brain is broken—what era does he think this is?,Venting,fear
1235,대박!,Unbelievable!,Venting,realization
1236,"대통령 신의 한수다 너무 잘했다 선관위 부정선거, 비리 꼭 밝히자",The president made a genius move. Well done. Now expose all the election fraud and corruption!,People,disapproval
1237,술먹고 헤까닥?,Did he just snap from drinking?,Venting,approval
1238,에이씨~ 전쟁난지 알았자나ㅠ,Damn it—I thought a war had started 😭,Others,anger
1239,2찍 이제 알것지?,"Second-round voters must get it now, right?",Venting,curiosity
1240,윤석열 하야 절대 반대합니다.,I strongly oppose Yoon Seok-yeol resigning.,People,annoyance
1241,하야하게되면 대통령 예우를 거의 다 받게된다고 합니다.,"If he resigns, he still gets most of the presidential privileges.",Punishment,annoyance
1242,파면과 하야는 천지 차이 남니다 사퇴하라는 민주당은 똑띠 해주세요,"There’s a huge difference between resignation and impeachment—Democratic Party, get it right.",Punishment,neutral
